Rank,Rikishi,Heya,Shusshin,Birth Date,height_cm,weight_kg,wins,losses,ties
M10e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,181,181,6,9,0
M10w,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,188,179,6,9,0
M11e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,180,0,0,15
M11w,Musoyama,Musashigawa,Ibaraki,14.02.1972,183,152,9,6,0
M12e,Daizen,Nishonoseki,Osaka,14.12.1964,188,144,10,5,0
M12w,Oginohana,Dewanoumi,Chiba,18.11.1967,189,137,4,11,0
M13e,Kiraiho,Takadagawa,Kanagawa,05.01.1966,189,153,8,7,0
M13w,Tamakairiki,Kataonami,Tokyo,16.07.1966,183,141,8,7,0
M14e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,148,9,6,0
M14w,Toyonoumi,Futagoyama,Fukuoka,22.09.1965,189,210,8,7,0
M15e,Minatofuji,Minato,Gunma,06.07.1968,186,154,7,8,0
M15w,Kaio,Tomozuna,Fukuoka,24.07.1972,184,147,10,5,0
M16e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186,133,11,4,0
Y1eHD,Akebono,Azumazeki,U.S.A.,08.05.1969,203,225,10,5,0
O1e,Takanohana,Futagoyama,Tokyo,12.08.1972,186,141,15,0,0
O1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,180,127,8,7,0
O2e,Takanonami,Futagoyama,Aomori,27.10.1971,195,161,12,3,0
O2w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191,190,12,3,0
S1e,Musoyama,Musashigawa,Ibaraki,14.02.1972,184,164,7,8,0
S1w,Takatoriki,Futagoyama,Hyogo,28.09.1967,180,144,6,9,0
K1e,Kaio,Tomozuna,Fukuoka,24.07.1972,184,157,8,7,0
K1w,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,139,8,7,0
M1e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,130,5,10,0
M1w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178,126,6,9,0
M2e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191,163,8,7,0
M2w,Kyokudozan,Oshima,Kagoshima,14.10.1964,181,106,2,13,0
M3e,Daizen,Nishonoseki,Osaka,14.12.1964,189,148,6,9,0
M3w,Misugisato,Futagoyama,Shiga,01.07.1962,186,154,5,10,0
M4e,Kotobeppu,Sadogatake,Oita,17.10.1965,178,183,5,10,0
M4w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175,139,10,5,0
M5e,Konishiki,Takasago,U.S.A.,31.12.1963,185,269,6,9,0
M5w,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,188,174,2,10,3
M6e,Daishi,Oshiogawa,Ibaraki,23.08.1968,181,155,6,9,0
M6w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,184,140,4,11,0
M7e,Daishoho,Tatsunami,Hokkaido,07.05.1967,187,140,6,9,0
M7w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,155,8,7,0
M8e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171,97,8,7,0
M8w,Kenko,Takadagawa,Osaka,27.06.1967,190,133,8,7,0
M9e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,187,194,8,7,0
M9w,Terao,Izutsu,Kagoshima,02.02.1963,185,113,9,6,0
M10e,Minatofuji,Minato,Gunma,06.07.1968,186,157,6,9,0
M10w,Kirishima,Izutsu,Kagoshima,03.04.1959,186,125,8,7,0
M11e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,178,146,6,9,0
M11w,Tomonohana,Tatsunami,Kumamoto,23.06.1964,173,113,9,6,0
M12e,Kasugafuji,Ajigawa,Miyagi,20.02.1966,176,142,8,7,0
M12w,Asanowaka,Wakamatsu,Aichi,11.12.1969,178,146,8,7,0
M13e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,145,9,6,0
M13w,Kiraiho,Takadagawa,Kanagawa,05.01.1966,190,155,8,7,0
M14e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186,135,8,7,0
M14w,Mitoizumi,Takasago,Ibaraki,02.09.1962,193,186,8,7,0
M15e,Naminohana,Futagoyama,Aomori,19.03.1969,179,130,10,5,0
M15w,Oginohana,Dewanoumi,Chiba,18.11.1967,186,136,6,9,0
M16e,Shikishima,Tatsutagawa,Chiba,15.12.1970,183,175,5,10,0
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185,147,12,3,0
Y1w,Akebono,Azumazeki,U.S.A.,08.05.1969,203,224,7,3,5
O1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190,198,10,5,0
O1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,180,133,12,3,0
O2e,Takanonami,Futagoyama,Aomori,27.10.1971,197,165,9,6,0
S1e,Kaio,Tomozuna,Fukuoka,24.07.1972,185,163,9,6,0
S1w,Musoyama,Musashigawa,Ibaraki,14.02.1972,184,163,7,8,0
S2w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,144,8,7,0
K1e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,137,6,9,0
K1w,Takatoriki,Futagoyama,Hyogo,28.09.1967,180,145,7,8,0
M1e,Kenko,Takadagawa,Osaka,27.06.1967,191,140,5,10,0
M1w,Tosanoumi,Isenoumi,Kochi,16.02.1972,185,131,9,6,0
M2e,Tochinowaka,Kasugano,Wakayama,22.05.1962,189,160,5,10,0
M2w,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,192,8,7,0
M3e,Terao,Izutsu,Kagoshima,02.02.1963,186,114,5,10,0
M3w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190,170,8,7,0
M4e,Daishi,Oshiogawa,Ibaraki,23.08.1968,181,171,3,12,0
M4w,Wakashoyo,Futagoyama,Tokyo,08.03.1966,180,169,5,9,1
M5e,Naminohana,Futagoyama,Aomori,19.03.1969,179,135,6,9,0
M5w,Minatofuji,Minato,Gunma,06.07.1968,186,161,8,7,0
M6e,Misugisato,Futagoyama,Shiga,01.07.1962,185,159,9,6,0
M6w,Mainoumi,Dewanoumi,Aomori,17.02.1968,170,98,4,11,0
M7e,Kyokudozan,Oshima,Kagoshima,14.10.1964,182,105,4,11,0
M7w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,174,154,8,7,0
M8e,Asahiyutaka,Oshima,Aichi,10.09.1968,191,143,8,7,0
M8w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,143,6,9,0
M9e,Kotobeppu,Sadogatake,Oita,17.10.1965,178,193,8,7,0
M9w,Asanowaka,Wakamatsu,Aichi,11.12.1969,175,149,7,8,0
M10e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,145,8,7,0
M10w,Konishiki,Takasago,U.S.A.,31.12.1963,183,273,8,7,0
M11e,Tomonohana,Tatsunami,Kumamoto,23.06.1964,175,114,7,8,0
M11w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179,131,8,7,0
M12e,Asanosho,Wakamatsu,Kanagawa,23.12.1969,184,142,9,6,0
M12w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,177,137,8,7,0
M13e,Oginishiki,Dewanoumi,Chiba,08.07.1971,184,140,8,7,0
M13w,Kiraiho,Takadagawa,Kanagawa,05.01.1966,189,159,3,12,0
M14e,Kirishima,Izutsu,Kagoshima,03.04.1959,186,124,8,7,0
M14w,Daishoho,Tatsunami,Hokkaido,07.05.1967,187,144,10,5,0
M15e,Oginohana,Dewanoumi,Chiba,18.11.1967,187,137,9,6,0
M15w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,180,149,9,6,0
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,186,147,0,0,15
Y1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,218.5,11,4,0
O1e,Wakanohana,Futagoyama,Tokyo,20.01.1971,179.5,133.5,11,4,0
O1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192,206,11,4,0
O2e,Takanonami,Futagoyama,Aomori,27.10.1971,195,166,11,4,0
S1e,Takatoriki,Futagoyama,Hyogo,28.09.1967,180,144,6,9,0
S1w,Kaio,Tomozuna,Fukuoka,24.07.1972,185,151,11,4,0
S2w,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,134.5,8,7,0
K1e,Asahiyutaka,Oshima,Aichi,10.09.1968,191,145,5,10,0
K1w,Musoyama,Musashigawa,Ibaraki,14.02.1972,183.6,163.5,8,7,0
M1e,Daishoho,Tatsunami,Hokkaido,07.05.1967,188.5,143,1,14,0
M1w,Tosanoumi,Isenoumi,Kochi,16.02.1972,186,141,8,7,0
M2e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,176,153.5,9,6,0
M2w,Mitoizumi,Takasago,Ibaraki,02.09.1962,195,190.5,4,11,0
M3e,Terao,Izutsu,Kagoshima,02.02.1963,185,114,4,11,0
M3w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191,165.5,5,10,0
M4e,Oginishiki,Dewanoumi,Chiba,08.07.1971,185.5,139.5,6,9,0
M4w,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185,134,5,10,0
M5e,Tamakasuga,Kataonami,Ehime,07.01.1972,182,144.5,9,6,0
M5w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179,130.5,5,10,0
M6e,Kenko,Takadagawa,Osaka,27.06.1967,189.5,145.5,8,7,0
M6w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,133.5,5,10,0
M7e,Ganyu,Kitanoumi,Hyogo,06.08.1970,185,170.5,6,9,0
M7w,Kyokushuzan,Oshima,Mongolia,08.03.1973,182,118.5,8,7,0
M8e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,161.5,8,7,0
M8w,Kotoryu,Sadogatake,Chiba,02.03.1972,183,137,7,8,0
M9e,Konishiki,Takasago,U.S.A.,31.12.1963,185,285,6,9,0
M9w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,143.5,8,7,0
M10e,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181.5,148,8,7,0
M10w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,184,136.5,9,6,0
M11e,Asanowaka,Wakamatsu,Aichi,11.12.1969,176,147.5,9,6,0
M11w,Shikishima,Tatsutagawa,Chiba,15.12.1970,184,181.5,7,8,0
M12e,Kotobeppu,Sadogatake,Oita,17.10.1965,177,178.5,7,8,0
M12w,Minatofuji,Minato,Gunma,06.07.1968,186.5,161.5,9,6,0
M13e,Daihisho,Asahiyama,Osaka,30.08.1973,195,175.5,9,6,0
M13w,Daishi,Oshiogawa,Ibaraki,23.08.1968,182,163.5,9,6,0
M14e,Naminohana,Futagoyama,Aomori,19.03.1969,178,130,5,10,0
M14w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182.5,104.5,0,0,0
M15e,Rikio,Naruto,Nara,20.12.1972,190.5,147,8,7,0
M15w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,179,131,10,5,0
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185,157,14,1,0
Y1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,226,0,0,15
O1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191,202,12,3,0
O1w,Takanonami,Futagoyama,Aomori,27.10.1971,197,170,14,1,0
O2e,Wakanohana,Futagoyama,Tokyo,20.01.1971,179,127,10,5,0
S1e,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180,141,7,8,0
S1w,Dejima,Musashigawa,Ishikawa,21.03.1974,179,148,5,3,7
S2w,Takatoriki,Futagoyama,Hyogo,28.09.1967,181,146,6,9,0
K1e,Tochinonada,Kasugano,Ishikawa,26.02.1974,186,160,6,9,0
K1w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175,154,7,8,0
M1e,Tamakasuga,Kataonami,Ehime,07.01.1972,184,150,4,11,0
M1w,Tosanoumi,Isenoumi,Kochi,16.02.1972,186,153,7,8,0
M2e,Asahiyutaka,Oshima,Aichi,10.09.1968,190,135,6,9,0
M2w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178,127,4,11,0
M3e,Oginishiki,Dewanoumi,Chiba,08.07.1971,185,137,6,9,0
M3w,Kaio,Tomozuna,Fukuoka,24.07.1972,184,156,8,7,0
M4e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,138,8,7,0
M4w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,162,3,12,0
M5e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181,150,6,9,0
M5w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,145,6,9,0
M6e,Musoyama,Musashigawa,Ibaraki,14.02.1972,183,167,11,4,0
M6w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,134,5,10,0
M7e,Ganyu,Kitanoumi,Hyogo,06.08.1970,184,173,7,8,0
M7w,Wakanojo,Magaki,Okinawa,13.04.1973,192,150,5,10,0
M8e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191,174,9,6,0
M8w,Kyokushuzan,Oshima,Mongolia,08.03.1973,182,123,9,6,0
M9e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171,99,5,10,0
M9w,Terao,Izutsu,Kagoshima,02.02.1963,185,116,6,9,0
M10e,Aogiyama,Tokitsukaze,Shiga,18.02.1970,182,147,8,7,0
M10w,Shikishima,Tatsutagawa,Chiba,15.12.1970,183,183,8,7,0
M11e,Mitoizumi,Takasago,Ibaraki,02.09.1962,193,180,8,7,0
M11w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,182,143,8,7,0
M12e,Yamato,Magaki,U.S.A.,17.12.1969,189,191,7,8,0
M12w,Minatofuji,Minato,Gunma,06.07.1968,185,164,9,6,0
M13e,Akinoshu,Izutsu,Hiroshima,17.01.1969,179,121,9,6,0
M13w,Asanowaka,Wakamatsu,Aichi,11.12.1969,177,145,8,7,0
M14e,Konishiki,Takasago,U.S.A.,31.12.1963,184,275,5,9,0
M14w,Kotoryu,Sadogatake,Chiba,02.03.1972,184,136,9,6,0
M15e,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185,147,0,0,15
M15w,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,187,199,3,12,0
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185,154,12,3,0
Y1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,181,131,9,6,0
Y2e,Akebono,Azumazeki,U.S.A.,08.05.1969,204,227,0,0,15
O1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191,215,11,4,0
O1w,Takanonami,Futagoyama,Aomori,27.10.1971,197,175,8,7,0
S1e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181,160,10,5,0
S1w,Takatoriki,Futagoyama,Hyogo,28.09.1967,181,146,5,10,0
K1e,Musoyama,Musashigawa,Ibaraki,14.02.1972,186,169,9,6,0
K1w,Dejima,Musashigawa,Ishikawa,21.03.1974,179,161,9,6,0
K2w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191,175,10,5,0
M1e,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180,149,10,5,0
M1w,Kaio,Tomozuna,Fukuoka,24.07.1972,184,155,8,7,0
M2e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,147,4,11,0
M2w,Kaiho,Hakkaku,Aomori,17.04.1973,177,122,3,12,0
M3e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,162,5,10,0
M3w,Ganyu,Kitanoumi,Hyogo,06.08.1970,184,172,3,12,0
M4e,Toki,Takasago,Chiba,04.07.1974,188,161,7,8,0
M4w,Tamakasuga,Kataonami,Ehime,07.01.1972,183,153,8,7,0
M5e,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179,123,3,12,0
M5w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175,153,8,7,0
M6e,Wakanosato,Naruto,Aomori,10.07.1976,185,158,7,7,1
M6w,Tochinonada,Kasugano,Ishikawa,26.02.1974,188,170,6,9,0
M7e,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181,149,8,7,0
M7w,Shikishima,Tatsutagawa,Chiba,15.12.1970,183,185,7,8,0
M8e,Wakanojo,Magaki,Okinawa,13.04.1973,193,154,6,9,0
M8w,Oginishiki,Dewanoumi,Chiba,08.07.1971,184,141,6,9,0
M9e,Tosanoumi,Isenoumi,Kochi,16.02.1972,187,158,12,3,0
M9w,Minatofuji,Minato,Gunma,06.07.1968,187,168,8,7,0
M10e,Asahiyutaka,Oshima,Aichi,10.09.1968,190,132,6,9,0
M10w,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185,143,6,9,0
M11e,Kotoryu,Sadogatake,Hyogo,02.03.1972,185,144,8,7,0
M11w,Terao,Izutsu,Kagoshima,02.02.1963,186,115,8,7,0
M12e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182,133,8,7,0
M12w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,136,14,1,0
M13e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,185,128,9,6,0
M13w,Gojoro,Magaki,Miyagi,18.08.1973,190,147,8,7,0
M14e,Akinoshu,Izutsu,Hiroshima,17.01.1969,179,117,4,11,0
M14w,Mitoizumi,Takasago,Ibaraki,02.09.1962,193,175,8,7,0
M15e,Asanowaka,Wakamatsu,Aichi,11.12.1969,176,140,6,9,0
M15w,Oikari,Isenoumi,Kyoto,16.06.1972,177,131,5,10,0
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191.6,224,12,3,0
Y1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,178.5,124.5,0,0,15
Y2e,Akebono,Azumazeki,U.S.A.,08.05.1969,203.5,232,0,0,15
Y2w,Takanohana,Futagoyama,Tokyo,12.08.1972,185.3,158,11,4,0
O1e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5,158,9,6,0
O1w,Dejima,Musashigawa,Ishikawa,21.03.1974,180,153,10,5,0
O2e,Takanonami,Futagoyama,Aomori,27.10.1971,196.2,168.5,6,9,0
S1e,Kaio,Tomozuna,Fukuoka,24.07.1972,184.5,165.5,11,4,0
S1w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.4,145,10,5,0
K1e,Musoyama,Musashigawa,Ibaraki,14.02.1972,184,167,10,5,0
K1w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175,154.5,3,12,0
K2w,Tosanoumi,Isenoumi,Kochi,16.02.1972,186,162,10,5,0
M1e,Tamakasuga,Kataonami,Ehime,07.01.1972,183,150,3,12,0
M1w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.7,171,8,7,0
M2e,Takatoriki,Futagoyama,Hyogo,28.09.1967,180.5,152,2,13,0
M2w,Kotonishiki,Sadogatake,Gunma,08.06.1968,175.5,134.5,7,8,0
M3e,Kyokushuzan,Oshima,Mongolia,08.03.1973,181.5,137,5,10,0
M3w,Asanosho,Wakamatsu,Kanagawa,23.12.1969,184.5,144.5,4,11,0
M4e,Terao,Izutsu,Kagoshima,02.02.1963,185,111.5,5,10,0
M4w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181.5,153,6,9,0
M5e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5,177,8,7,0
M5w,Toki,Takasago,Chiba,04.07.1974,189,167,9,6,0
M6e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177,158,7,8,0
M6w,Kotoryu,Sadogatake,Hyogo,02.03.1972,183,146,9,6,0
M7e,Minatofuji,Minato,Gunma,06.07.1968,187,169.5,7,8,0
M7w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,148,8,7,0
M8e,Kyokutenho,Oshima,Mongolia,13.09.1974,191,141.5,6,9,0
M8w,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.7,146,7,8,0
M9e,Asanowaka,Wakamatsu,Aichi,11.12.1969,176,139,9,6,0
M9w,Wakanosato,Naruto,Aomori,10.07.1976,185,155.5,5,7,3
M10e,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178,119.5,8,7,0
M10w,Shikishima,Tatsutagawa,Chiba,15.12.1970,183.5,184.5,8,7,0
M11e,Kaiho,Hakkaku,Aomori,17.04.1973,178,122,8,7,0
M11w,Otsukasa,Irumagawa,Hyogo,18.02.1971,176,150,8,7,0
M12e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184,127,8,7,0
M12w,Tochinonada,Kasugano,Ishikawa,26.02.1974,188,164,10,5,0
M13e,Ohinode,Tatsunami,Hyogo,19.01.1970,184,151.5,8,7,0
M13w,Daizen,Nishonoseki,Osaka,14.12.1964,188.5,157.5,7,8,0
M14e,Ganyu,Kitanoumi,Hyogo,06.08.1970,185,172.5,0,10,5
M14w,Takanowaka,Naruto,Nagasaki,02.04.1976,190,131,9,6,0
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192,230.5,11,4,0
Y1w,Akebono,Azumazeki,U.S.A.,08.05.1969,203.5,230.5,14,1,0
Y2e,Takanohana,Futagoyama,Tokyo,12.08.1972,186.5,152.5,11,4,0
O1e,Kaio,Tomozuna,Fukuoka,24.07.1972,185,175,11,4,0
O1w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5,158.5,9,6,0
O2e,Dejima,Musashigawa,Ishikawa,21.03.1974,180.6,160,9,6,0
O2w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,188,175.5,9,6,0
O3w,Musoyama,Musashigawa,Ibaraki,14.02.1972,184,172,9,6,0
S1e,Takanonami,Futagoyama,Aomori,27.10.1971,196.6,169.5,6,9,0
S1w,Hayateumi,Oitekaze,Aomori,05.07.1975,183.5,129,4,5,6
K1e,Tochinohana,Kasugano,Iwate,28.02.1973,184.5,148,3,12,0
K1w,Wakanosato,Naruto,Aomori,10.07.1976,184.5,151.5,9,6,0
M1e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175,156.5,5,10,0
M1w,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177,163.5,6,9,0
M2e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,148,5,10,0
M2w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179,118,4,11,0
M3e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182.5,133.5,4,11,0
M3w,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.5,150,6,9,0
M4e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186,160,7,8,0
M4w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.5,147,0,0,15
M5e,Takatoriki,Futagoyama,Hyogo,28.09.1967,180.5,147.5,4,11,0
M5w,Toki,Takasago,Chiba,04.07.1974,189.5,173.5,6,9,0
M6e,Tochisakae,Kasugano,Saga,27.06.1974,184,147,8,7,0
M6w,Kyokutenho,Oshima,Mongolia,13.09.1974,191,140,7,8,0
M7e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5,173.5,8,7,0
M7w,Tochinonada,Kasugano,Ishikawa,26.02.1974,187.5,163.5,10,5,0
M8e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186,139,7,8,0
M8w,Takanowaka,Naruto,Nagasaki,02.04.1976,190,137.5,11,4,0
M9e,Kaiho,Hakkaku,Aomori,17.04.1973,178,125,8,7,0
M9w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,180.7,149.5,13,2,0
M10e,Tamakasuga,Kataonami,Ehime,07.01.1972,183,148,8,7,0
M10w,Aminishiki,Ajigawa,Aomori,03.10.1978,184,113.5,1,14,0
M11e,Kotoryu,Sadogatake,Hyogo,02.03.1972,183,149,8,7,0
M11w,Asanowaka,Wakamatsu,Aichi,11.12.1969,176,142.3,6,9,0
M12e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184,131.5,8,7,0
M12w,Jumonji,Michinoku,Aomori,09.06.1976,186,155,5,10,0
M13e,Otsukasa,Irumagawa,Hyogo,18.02.1971,175.5,149,5,10,0
M13w,Minatofuji,Minato,Gunma,06.07.1968,186,165.5,8,7,0
M14e,Wakakosho,Matsugane,Hyogo,04.03.1975,184.5,176,7,8,0
M14w,Tamanonada,Kataonami,Fukushima,15.09.1977,187,148.5,7,8,0
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192,220,13,2,0
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185,161,0,0,15
O1e,Musoyama,Musashigawa,Ibaraki,14.02.1972,183,177.5,9,6,0
O1w,Chiyotaikai,Kokonoe,Oita,29.04.1976,182,163,0,0,15
O2e,Kaio,Tomozuna,Fukuoka,24.07.1972,185,172,10,5,0
S1e,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.5,144,12,3,0
S1w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,180.5,148,9,6,0
S2w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.7,176,0,0,15
K1e,Asashoryu,Wakamatsu,Mongolia,27.09.1980,184.5,128,10,5,0
K1w,Kaiho,Hakkaku,Aomori,17.04.1973,177,124,5,10,0
M1e,Wakanosato,Naruto,Aomori,10.07.1976,184,156,10,5,0
M1w,Tamanoshima,Kataonami,Fukushima,15.09.1977,187.5,153,7,8,0
M2e,Takanowaka,Naruto,Nagasaki,02.04.1976,190,145.5,6,9,0
M2w,Tosanoumi,Isenoumi,Kochi,16.02.1972,186,160,5,10,0
M3e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184,134,2,13,0
M3w,Dejima,Musashigawa,Ishikawa,21.03.1974,181,165.5,7,8,0
M4e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5,172.5,7,8,0
M4w,Tochinonada,Kasugano,Ishikawa,26.02.1974,187,161,7,8,0
M5e,Kotoryu,Sadogatake,Hyogo,02.03.1972,183,145.5,1,1,13
M5w,Kyokutenho,Oshima,Mongolia,13.09.1974,191.3,146,8,7,0
M6e,Daizen,Nishonoseki,Osaka,14.12.1964,188.5,156.5,6,9,0
M6w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175,154,8,7,0
M7e,Tamakasuga,Kataonami,Ehime,07.01.1972,183.5,154.5,6,9,0
M7w,Toki,Takasago,Chiba,04.07.1974,189.5,172,8,7,0
M8e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186,137,5,10,0
M8w,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.5,148.5,8,7,0
M9e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182,142,10,5,0
M9w,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177,160.5,6,9,0
M10e,Takanonami,Futagoyama,Aomori,27.10.1971,196.5,166,9,6,0
M10w,Hayateumi,Oitekaze,Aomori,05.07.1975,183.5,129,8,2,5
M11e,Otsukasa,Irumagawa,Hyogo,18.02.1971,175,150.5,8,7,0
M11w,Kitazakura,Kitanoumi,Hiroshima,15.12.1971,189,167.5,5,10,0
M12e,Hamanishiki,Oitekaze,Kumamoto,23.11.1976,181,128.5,7,8,0
M12w,Tochisakae,Kasugano,Saga,27.06.1974,184,155.5,7,8,0
M13e,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181,147,4,11,0
M13w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183.5,152.5,4,8,3
M14e,Kobo,Miyagino,Kagoshima,18.08.1973,183,125.5,8,7,0
M14w,Aminishiki,Ajigawa,Aomori,03.10.1978,184,123,8,7,0
M15e,Tamarikido,Kataonami,Tokyo,19.04.1974,185,136,8,7,0
M15w,Buyuzan,Musashigawa,Aichi,29.07.1974,181,156,10,5,0
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192,227,4,2,9
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185,161,0,0,15
