age_group,place_overall,place_gender,place_division,name,team,bib_number,half_time,finish_net,finish_gun,gender,half_time_sec,finish_net_sec,finish_gun_sec,finish_net_minutes
45-49,20305,7972,1402,"Edmonds, Angela",Team–,21414,1H 55M 39S,4H 7M 18S,4H 10M 19S,W,6939,14838,15019,247.3
45-49,20312,7976,1403,"Armont, Darby",Team–,20542,1H 54M 57S,4H 7M 20S,4H 9M 27S,W,6897,14840,14967,247.33333333333334
45-49,20319,7981,1404,"Kelly, Lisa",Team–,24900,1H 55M 18S,4H 7M 22S,4H 7M 28S,W,6918,14842,14848,247.36666666666667
45-49,20351,7999,1405,"Mccutcheon, Sarah",Team–,22686,1H 58M 48S,4H 7M 39S,4H 13M 49S,W,7128,14859,15229,247.65
45-49,20355,8002,1406,"Short, Gail",Team–,21825,1H 53M 27S,4H 7M 42S,4H 11M 28S,W,6807,14862,15088,247.7
45-49,20360,8006,1407,"Robinson, Tamara",Team–,22683,1H 53M 8S,4H 7M 46S,4H 9M 59S,W,6788,14866,14999,247.76666666666668
45-49,20364,8008,1408,"Peacock, Cathy",Team–,25192,1H 54M 47S,4H 7M 47S,4H 8M 48S,W,6887,14867,14928,247.78333333333333
45-49,20371,8012,1409,"Horowitz, Sheyna",Team–,22708,1H 54M 30S,4H 7M 52S,4H 12M 25S,W,6870,14872,15145,247.86666666666667
45-49,20377,8014,1410,"Woodruff, Amanda",Team–,19526,2H 2M 32S,4H 7M 54S,4H 9M 27S,W,7352,14874,14967,247.9
45-49,20394,8024,1411,"Lewis, Carrie",Team–,20715,1H 56M 48S,4H 8M 0S,4H 10M 14S,W,7008,14880,15014,248
45-49,20405,8030,1412,"Lowson, Alexandra",Team–,20221,1H 49M 17S,4H 8M 3S,4H 15M 11S,W,6557,14883,15311,248.05
45-49,20426,8042,1413,"Huang, Zhijun",Team–,21691,1H 58M 1S,4H 8M 16S,4H 17M 48S,W,7081,14896,15468,248.26666666666668
45-49,20435,8046,1414,"Blemberg, Jessica",Team–,11206,1H 59M 34S,4H 8M 20S,4H 14M 34S,W,7174,14900,15274,248.33333333333334
45-49,20439,8050,1415,"Cabral, Evânia",Team–,22385,1H 59M 7S,4H 8M 21S,4H 12M 20S,W,7147,14901,15140,248.35
45-49,20441,8052,1416,"Riddle, Emily",Team–,19338,1H 52M 42S,4H 8M 22S,4H 17M 0S,W,6762,14902,15420,248.36666666666667
45-49,20449,8056,1417,"Gardiner, Kelly",Team–,21122,2H 3M 37S,4H 8M 25S,4H 14M 50S,W,7417,14905,15290,248.41666666666666
45-49,20451,8058,1418,"Camacho Hernandez, Pilar",Team–,20726,1H 57M 40S,4H 8M 25S,4H 15M 56S,W,7060,14905,15356,248.41666666666666
45-49,20454,8061,1419,"Ikeda, Cintia",Team–,29741,2H 2M 17S,4H 8M 26S,4H 15M 47S,W,7337,14906,15347,248.43333333333334
45-49,20456,8063,1420,"Rogers, Jennifer",Team–,20176,1H 45M 40S,4H 8M 28S,4H 10M 54S,W,6340,14908,15054,248.46666666666667
45-49,20490,8082,1421,"Plew-Hearne, Thelma",Team–,21591,1H 59M 53S,4H 8M 43S,4H 12M 5S,W,7193,14923,15125,248.71666666666667
45-49,20503,8088,1422,"Green, Ha",TeamTwin City Track Club,20247,1H 58M 32S,4H 8M 47S,4H 11M 0S,W,7112,14927,15060,248.78333333333333
45-49,20510,8094,1423,"Zhang, Chunfang",Team–,22060,2H 2M 7S,4H 8M 49S,4H 9M 7S,W,7327,14929,14947,248.81666666666666
45-49,20511,8095,1424,"Avery, Holly",Team–,21451,1H 53M 46S,4H 8M 49S,4H 11M 16S,W,6826,14929,15076,248.81666666666666
45-49,20548,8111,1425,"Ratelle, Julie",Team–,22331,1H 47M 26S,4H 9M 4S,4H 13M 38S,W,6446,14944,15218,249.06666666666666
45-49,20549,8112,1426,"Dart, Kara",Team–,21757,1H 58M 18S,4H 9M 4S,4H 17M 15S,W,7098,14944,15435,249.06666666666666
45-49,20558,8116,1427,"Lee, Susanne",Team–,21700,1H 57M 24S,4H 9M 9S,4H 13M 14S,W,7044,14949,15194,249.15
45-49,20560,8118,1428,"St. Clair, Andrea",Team–,22739,2H 3M 33S,4H 9M 9S,4H 14M 23S,W,7413,14949,15263,249.15
45-49,20561,8119,1429,"Aalto, Lotta",Team–,19406,2H 1M 48S,4H 9M 9S,4H 14M 58S,W,7308,14949,15298,249.15
45-49,20572,8127,1430,"Widberg, Andrea",Team–,22781,1H 50M 8S,4H 9M 17S,4H 13M 21S,W,6608,14957,15201,249.28333333333333
45-49,20623,8159,1431,"James, Gretchen",Team–,22277,1H 51M 51S,4H 9M 41S,4H 13M 8S,W,6711,14981,15188,249.68333333333334
45-49,20639,8168,1432,"Olmeda, Mariana",Team–,31225,2H 0M 42S,4H 9M 49S,4H 14M 32S,W,7242,14989,15272,249.81666666666666
45-49,20673,8185,1433,"Clarkson, Amy",Team–,19648,1H 59M 17S,4H 10M 6S,4H 12M 1S,W,7157,15006,15121,250.1
45-49,20677,8187,1434,"Manchanda, Neelam",Team–,20128,1H 55M 42S,4H 10M 7S,4H 12M 11S,W,6942,15007,15131,250.11666666666667
45-49,20701,8200,1435,"Burke, Renee",Team–,21168,1H 57M 59S,4H 10M 21S,4H 13M 19S,W,7079,15021,15199,250.35
45-49,20729,8215,1436,"Ingram, Jennifer",Team–,21587,2H 0M 32S,4H 10M 39S,4H 14M 54S,W,7232,15039,15294,250.65
45-49,20738,8221,1437,"Nisberg, Megan",Team–,21599,1H 53M 13S,4H 10M 46S,4H 14M 7S,W,6793,15046,15247,250.76666666666668
45-49,20810,8263,1438,"Rogers, Kelli",Team–,21769,1H 58M 57S,4H 11M 23S,4H 14M 53S,W,7137,15083,15293,251.38333333333333
45-49,20811,8264,1439,"Deboer, Rachel",Team–,21363,1H 57M 2S,4H 11M 24S,4H 14M 26S,W,7022,15084,15266,251.4
45-49,20821,8270,1440,"Mckenna, Bridget",TeamNorth Brooklyn Runners,25492,1H 55M 31S,4H 11M 27S,4H 14M 6S,W,6931,15087,15246,251.45
45-49,20848,8283,1441,"Catelli, Tammy",Team–,21250,2H 6M 48S,4H 11M 43S,4H 15M 11S,W,7608,15103,15311,251.71666666666667
45-49,20857,8288,1442,"Santana, Leila Maria",Team–,21681,1H 57M 35S,4H 11M 50S,4H 15M 20S,W,7055,15110,15320,251.83333333333334
45-49,20858,8289,1443,"Tetreault, Noria",Team–,22500,1H 59M 57S,4H 11M 51S,4H 18M 29S,W,7197,15111,15509,251.85
45-49,20917,8326,1444,"Ritter, Tamzin",Team–,22284,1H 58M 32S,4H 12M 13S,4H 16M 19S,W,7112,15133,15379,252.21666666666667
45-49,20924,8329,1445,"Sharon, Liz",Team–,21104,1H 57M 27S,4H 12M 21S,4H 15M 26S,W,7047,15141,15326,252.35
45-49,20953,8342,1446,"Albrecht, Manon",Team–,22735,2H 2M 5S,4H 12M 30S,4H 13M 5S,W,7325,15150,15185,252.5
45-49,20964,8347,1447,"Mclean, Amy",Team–,22690,2H 5M 5S,4H 12M 34S,4H 17M 7S,W,7505,15154,15427,252.56666666666666
45-49,20970,8353,1448,"Ryon, Rebecca",Team–,21635,1H 59M 14S,4H 12M 38S,4H 15M 26S,W,7154,15158,15326,252.63333333333333
45-49,20989,8363,1449,"Summer, Heather",Team–,22492,2H 2M 1S,4H 12M 44S,4H 19M 8S,W,7321,15164,15548,252.73333333333332
45-49,20995,8369,1450,"Barton, Crystal",Team–,15761,2H 5M 18S,4H 12M 47S,4H 17M 42S,W,7518,15167,15462,252.78333333333333
45-49,21020,8385,1451,"Rinks, Kaysi",Team–,19549,1H 57M 43S,4H 12M 56S,4H 16M 36S,W,7063,15176,15396,252.93333333333334
45-49,21053,8397,1452,"Von Castel, Kristina",Team–,22414,1H 59M 5S,4H 13M 13S,4H 17M 2S,W,7145,15193,15422,253.21666666666667
45-49,21068,8406,1453,"Miller, Suzanne",Team–,22250,2H 1M 46S,4H 13M 19S,4H 17M 50S,W,7306,15199,15470,253.31666666666666
45-49,21070,8408,1454,"Rizzuto, Amy",Team–,20524,1H 53M 42S,4H 13M 20S,4H 15M 35S,W,6822,15200,15335,253.33333333333334
45-49,21076,8413,1455,"Ortiz Garcia, Patricia",Team–,22434,1H 58M 38S,4H 13M 24S,4H 17M 32S,W,7118,15204,15452,253.4
45-49,21082,8417,1456,"La Barreda, Vivian",Team–,19667,2H 9M 41S,4H 13M 26S,4H 18M 23S,W,7781,15206,15503,253.43333333333334
45-49,21090,8421,1457,"Shaw, Liane",Team–,29761,1H 59M 47S,4H 13M 28S,4H 16M 4S,W,7187,15208,15364,253.46666666666667
45-49,21101,8427,1458,"Dunlap, Jeanette",Team–,21935,1H 57M 56S,4H 13M 34S,4H 16M 33S,W,7076,15214,15393,253.56666666666666
45-49,21102,8428,1459,"Cowan, Alison",Team–,29098,1H 56M 51S,4H 13M 34S,4H 15M 13S,W,7011,15214,15313,253.56666666666666
45-49,21108,8431,1460,"Kim, Patricia",Team–,22625,1H 58M 31S,4H 13M 36S,4H 17M 44S,W,7111,15216,15464,253.6
45-49,21112,8435,1461,"Torres, Karie",Team–,19451,1H 55M 22S,4H 13M 38S,4H 16M 11S,W,6922,15218,15371,253.63333333333333
45-49,21144,8448,1462,"Lancaster, Elizabeth",Team–,26627,2H 0M 48S,4H 13M 56S,4H 15M 21S,W,7248,15236,15321,253.93333333333334
45-49,21186,8468,1463,"Jovani, Maria",Team–,20388,1H 56M 39S,4H 14M 17S,4H 20M 55S,W,6999,15257,15655,254.28333333333333
45-49,21206,8477,1464,"Leiher, Edina",Team–,32034,2H 6M 9S,4H 14M 28S,4H 20M 0S,W,7569,15268,15600,254.46666666666667
45-49,21211,8480,1465,"Beltrano, Emma",Team–,22015,2H 4M 35S,4H 14M 32S,4H 19M 33S,W,7475,15272,15573,254.53333333333333
45-49,21222,8484,1466,"Blanton, Claire",Team–,20480,1H 56M 45S,4H 14M 39S,4H 17M 25S,W,7005,15279,15445,254.65
45-49,21226,8487,1467,"Sirithanachai, Piyanuch",Team–,29018,2H 4M 47S,4H 14M 39S,4H 17M 21S,W,7487,15279,15441,254.65
45-49,21231,8491,1468,"Chih, May",Team–,21171,2H 1M 52S,4H 14M 42S,4H 17M 40S,W,7312,15282,15460,254.7
45-49,21237,8493,1469,"Adekanmbi, Abisoye",Team–,21884,1H 57M 46S,4H 14M 45S,4H 18M 54S,W,7066,15285,15534,254.75
45-49,21247,8497,1470,"Colli, Amy",Team–,21820,2H 1M 16S,4H 14M 50S,4H 21M 38S,W,7276,15290,15698,254.83333333333334
45-49,21251,8499,1471,"Laswell, Melanie",Team–,19918,1H 55M 2S,4H 14M 51S,4H 16M 24S,W,6902,15291,15384,254.85
45-49,21263,8505,1472,"Sauve, Monique",Team–,20665,1H 51M 56S,4H 15M 2S,4H 17M 14S,W,6716,15302,15434,255.03333333333333
45-49,21276,8511,1473,"Huang, Yinghua",Team–,21146,1H 58M 5S,4H 15M 10S,4H 17M 46S,W,7085,15310,15466,255.16666666666666
45-49,21280,8514,1474,"Sample, Jennifer",Team–,22692,1H 54M 28S,4H 15M 11S,4H 21M 58S,W,6868,15311,15718,255.18333333333334
45-49,21288,8519,1475,"Clarke, Erin",Team–,21198,1H 58M 24S,4H 15M 15S,4H 18M 28S,W,7104,15315,15508,255.25
45-49,21289,8520,1476,"Cooper, Stacy",TeamColonial Road Runners,22571,1H 55M 32S,4H 15M 16S,4H 16M 8S,W,6932,15316,15368,255.26666666666668
45-49,21290,8521,1477,"Garcia, Ashley",Team–,15862,1H 55M 34S,4H 15M 17S,4H 16M 8S,W,6934,15317,15368,255.28333333333333
45-49,21293,8524,1478,"Croce, Erica",Team–,29769,2H 2M 19S,4H 15M 17S,4H 18M 27S,W,7339,15317,15507,255.28333333333333
45-49,21312,8532,1479,"Labus, Kathy",Team–,20785,1H 53M 32S,4H 15M 23S,4H 17M 34S,W,6812,15323,15454,255.38333333333333
45-49,21315,8533,1480,"Maguire, Julia",Team–,27429,2H 4M 45S,4H 15M 26S,4H 20M 53S,W,7485,15326,15653,255.43333333333334
45-49,21318,8534,1481,"Heath, Kelli",Team–,21456,2H 10M 45S,4H 15M 29S,4H 18M 20S,W,7845,15329,15500,255.48333333333332
45-49,21352,8557,1482,"Sutterfield, Melissa",Team–,21375,2H 2M 48S,4H 15M 44S,4H 18M 59S,W,7368,15344,15539,255.73333333333332
45-49,21356,8559,1483,"Morrison, Mary",Team–,22670,2H 2M 28S,4H 15M 47S,4H 19M 29S,W,7348,15347,15569,255.78333333333333
45-49,21361,8562,1484,"Flinders, Mary",Team–,20676,2H 5M 25S,4H 15M 51S,4H 41M 51S,W,7525,15351,16911,255.85
45-49,21370,8569,1485,"Liu, Sin Ling Queenie",Team–,29107,2H 0M 23S,4H 15M 53S,4H 18M 39S,W,7223,15353,15519,255.88333333333333
45-49,21378,8574,1486,"Jung, Se Hee",Team–,20465,1H 59M 13S,4H 15M 55S,4H 18M 10S,W,7153,15355,15490,255.91666666666666
45-49,21393,8583,1487,"Wilson, Kristen",Team–,22581,2H 0M 0S,4H 16M 2S,4H 20M 20S,W,7200,15362,15620,256.03333333333336
45-49,21398,8587,1488,"Kearns, Shawn",Team–,31640,2H 7M 9S,4H 16M 4S,4H 20M 55S,W,7629,15364,15655,256.06666666666666
45-49,21403,8591,1489,"Mclain, Tara",Team–,29276,1H 58M 42S,4H 16M 7S,4H 19M 10S,W,7122,15367,15550,256.1166666666667
45-49,21415,8597,1490,"Nicotera, Aimee",Team–,24639,2H 6M 25S,4H 16M 12S,4H 21M 37S,W,7585,15372,15697,256.2
45-49,21418,8600,1491,"Matilla Rodero, Ana",Team–,22266,1H 56M 55S,4H 16M 13S,4H 21M 30S,W,7015,15373,15690,256.21666666666664
45-49,21433,8604,1492,"Wells, Kymberly",Team–,21486,2H 0M 15S,4H 16M 17S,4H 19M 50S,W,7215,15377,15590,256.28333333333336
45-49,21439,8609,1493,"Rutledge, Kara",Team–,22459,1H 58M 4S,4H 16M 19S,4H 21M 18S,W,7084,15379,15678,256.31666666666666
45-49,21445,8611,1494,"Amador, Vanesa",Team–,21780,2H 1M 56S,4H 16M 21S,4H 21M 8S,W,7316,15381,15668,256.35
45-49,21448,8612,1495,"Carrick, Olivia",Team–,21543,1H 59M 58S,4H 16M 23S,4H 16M 45S,W,7198,15383,15405,256.3833333333333
45-49,21463,8618,1496,"Mullins, Amy",Team–,30105,1H 57M 31S,4H 16M 30S,4H 19M 55S,W,7051,15390,15595,256.5
45-49,21465,8619,1497,"Maley, Sally",Team–,21807,2H 1M 5S,4H 16M 30S,4H 19M 51S,W,7265,15390,15591,256.5
45-49,21468,8620,1498,"Tavel-Sanchez Luz, Dora",Team–,27566,2H 7M 25S,4H 16M 31S,4H 18M 52S,W,7645,15391,15532,256.51666666666665
45-49,21485,8628,1499,"Fairchild, Karen",Team–,30889,2H 3M 45S,4H 16M 45S,4H 22M 0S,W,7425,15405,15720,256.75
45-49,21490,8632,1500,"Tolkoff, Rebecca",Team–,29120,1H 59M 17S,4H 16M 47S,4H 25M 5S,W,7157,15407,15905,256.78333333333336
45-49,21499,8637,1501,"Cox, Mindi",Team–,21697,1H 57M 38S,4H 16M 51S,4H 19M 41S,W,7058,15411,15581,256.85
45-49,21511,8642,1502,"Yasunaga, Rebecca",Team–,15746,2H 6M 25S,4H 16M 54S,4H 24M 40S,W,7585,15414,15880,256.9
45-49,21523,8647,1503,"Le, Han",Team–,22346,2H 3M 8S,4H 17M 1S,4H 17M 48S,W,7388,15421,15468,257.01666666666665
45-49,21557,8671,1504,"Noggle, Janice",Team–,22263,2H 1M 29S,4H 17M 18S,4H 21M 48S,W,7289,15438,15708,257.3
45-49,21567,8675,1505,"Kroff, Chelsi",Team–,20552,2H 0M 35S,4H 17M 22S,4H 19M 36S,W,7235,15442,15576,257.3666666666667
45-49,21573,8678,1506,"Bland, Reena",Team–,21501,1H 56M 48S,4H 17M 27S,4H 20M 49S,W,7008,15447,15649,257.45
45-49,21594,8689,1507,"Diamond-Husmann, Kara",Team–,11145,2H 1M 57S,4H 17M 37S,4H 20M 1S,W,7317,15457,15601,257.6166666666667
45-49,21597,8690,1508,"Fasuolo, Bernadette",Team–,29035,2H 5M 35S,4H 17M 38S,4H 20M 52S,W,7535,15458,15652,257.6333333333333
45-49,21607,8698,1509,"Nascimento, Rejane",Team–,30339,1H 58M 58S,4H 17M 41S,4H 20M 58S,W,7138,15461,15658,257.68333333333334
45-49,21620,8706,1510,"Donald, Cheryl",Team–,32136,2H 2M 2S,4H 17M 50S,4H 28M 2S,W,7322,15470,16082,257.8333333333333
45-49,21640,8713,1511,"Loera, Karla",Team–,20434,2H 1M 36S,4H 18M 5S,4H 20M 24S,W,7296,15485,15624,258.0833333333333
45-49,21646,8716,1512,"Cupples, Sarah",Team–,21309,2H 0M 24S,4H 18M 7S,4H 22M 0S,W,7224,15487,15720,258.1166666666667
45-49,21698,8742,1513,"Aldrich, Sarah",Team–,22343,2H 7M 32S,4H 18M 38S,4H 25M 5S,W,7652,15518,15905,258.6333333333333
45-49,21708,8745,1514,"De Alba, Crystal",Team–,21573,2H 0M 43S,4H 18M 44S,4H 22M 43S,W,7243,15524,15763,258.73333333333335
45-49,21712,8746,1515,"Wang, Annie",Team–,21702,2H 7M 11S,4H 18M 47S,4H 25M 13S,W,7631,15527,15913,258.78333333333336
45-49,21721,8750,1516,"Phillips, Joyce",Team–,19904,1H 59M 14S,4H 18M 53S,4H 20M 53S,W,7154,15533,15653,258.8833333333333
45-49,21724,8751,1517,"Burns, Alice",Team–,21896,2H 4M 51S,4H 18M 54S,4H 24M 1S,W,7491,15534,15841,258.9
45-49,21726,8752,1518,"Santos, Devon",Team–,21373,2H 1M 15S,4H 18M 54S,4H 22M 22S,W,7275,15534,15742,258.9
45-49,21727,8753,1519,"Jakobsen, Jessica",Team–,18797,1H 56M 9S,4H 18M 54S,4H 19M 54S,W,6969,15534,15594,258.9
45-49,21732,8756,1520,"Silver, Terri",Team–,22415,1H 56M 30S,4H 18M 58S,4H 23M 21S,W,6990,15538,15801,258.96666666666664
45-49,21733,8757,1521,"Williams, Cruz",Team–,25638,1H 56M 37S,4H 18M 58S,4H 20M 16S,W,6997,15538,15616,258.96666666666664
45-49,21734,8758,1522,"Kucharska, Malgorzata",Team–,20877,1H 59M 54S,4H 18M 59S,4H 21M 12S,W,7194,15539,15672,258.98333333333335
45-49,21792,8788,1523,"Ocock, Heather",Team–,19429,1H 54M 44S,4H 19M 30S,4H 21M 24S,W,6884,15570,15684,259.5
45-49,21796,8791,1524,"Olson, Julie",Team–,21449,1H 57M 18S,4H 19M 34S,4H 22M 47S,W,7038,15574,15767,259.56666666666666
45-49,21819,8807,1525,"Woodworth, Emily",Team–,26272,2H 13M 4S,4H 19M 47S,4H 23M 50S,W,7984,15587,15830,259.78333333333336
45-49,21836,8818,1526,"Kozak, Svetlana",Team–,21968,2H 1M 12S,4H 19M 56S,4H 21M 26S,W,7272,15596,15686,259.93333333333334
45-49,21845,8825,1527,"Hernandez, Heidi",Team–,21981,2H 5M 14S,4H 20M 2S,4H 27M 9S,W,7514,15602,16029,260.03333333333336
45-49,21877,8843,1528,"Horan, Kelly",Team–,24811,2H 4M 2S,4H 20M 22S,4H 20M 49S,W,7442,15622,15649,260.3666666666667
45-49,21885,8848,1529,"Walker, Melissa",Team–,20895,2H 0M 39S,4H 20M 28S,4H 22M 52S,W,7239,15628,15772,260.46666666666664
45-49,21920,8861,1530,"Hilditch, Christine",Team–,25667,2H 7M 5S,4H 20M 50S,4H 26M 23S,W,7625,15650,15983,260.8333333333333
45-49,21943,8874,1531,"Pereplyotchik, Jessica",Team–,27771,2H 9M 18S,4H 21M 8S,4H 24M 16S,W,7758,15668,15856,261.1333333333333
45-49,21996,8899,1532,"Satteson, Lisa",Team–,22693,2H 4M 34S,4H 21M 50S,4H 26M 15S,W,7474,15710,15975,261.8333333333333
45-49,21997,8900,1533,"Ervolino, Paula",Team–,21332,1H 51M 29S,4H 21M 51S,4H 25M 13S,W,6689,15711,15913,261.85
45-49,22004,8905,1534,"Terzian, Rebecca",Team–,21984,1H 55M 45S,4H 21M 53S,4H 25M 13S,W,6945,15713,15913,261.8833333333333
45-49,22006,8906,1535,"Mcevoy, Kari",Team–,22564,2H 5M 50S,4H 21M 54S,4H 25M 44S,W,7550,15714,15944,261.9
45-49,22021,8911,1536,"Whiteleather, Tiffany",Team–,22633,1H 58M 1S,4H 22M 3S,4H 26M 26S,W,7081,15723,15986,262.05
45-49,22064,8937,1537,"Espinoza, Maureen",Team–,22678,1H 59M 2S,4H 22M 31S,4H 29M 7S,W,7142,15751,16147,262.51666666666665
45-49,22074,8945,1538,"Kelly, Jennifer",Team–,29738,2H 9M 5S,4H 22M 38S,4H 26M 28S,W,7745,15758,15988,262.6333333333333
45-49,22075,8946,1539,"Kelly, Stacy",Team–,27518,2H 3M 44S,4H 22M 40S,4H 24M 36S,W,7424,15760,15876,262.6666666666667
45-49,22106,8964,1540,"Lackey, Julie",Team–,22749,1H 56M 50S,4H 23M 0S,4H 24M 34S,W,7010,15780,15874,263
45-49,22108,8966,1541,"Marineau, Elayne",Team–,25766,2H 0M 59S,4H 23M 2S,4H 23M 48S,W,7259,15782,15828,263.03333333333336
45-49,22137,8980,1542,"Aquillon, Laurence",Team–,31470,2H 12M 17S,4H 23M 19S,4H 29M 21S,W,7937,15799,16161,263.31666666666666
45-49,22150,8986,1543,"Ciaccio, Danielle",Team–,25301,2H 5M 56S,4H 23M 29S,4H 28M 49S,W,7556,15809,16129,263.48333333333335
45-49,22207,9012,1544,"Hills, Kennedy",Team–,31440,2H 9M 11S,4H 23M 54S,4H 31M 2S,W,7751,15834,16262,263.9
45-49,22208,9013,1545,"Henshaw, Ruth",Team–,20826,2H 0M 0S,4H 23M 54S,4H 26M 38S,W,7200,15834,15998,263.9
45-49,22220,9019,1546,"Simonsen, Jennifer",Team–,29856,2H 3M 18S,4H 24M 2S,4H 26M 55S,W,7398,15842,16015,264.03333333333336
45-49,22305,9069,1547,"Meyer, Michelle",Team–,22443,2H 4M 3S,4H 25M 2S,4H 29M 40S,W,7443,15902,16180,265.03333333333336
45-49,22319,9074,1548,"Hoff, Theresa",Team–,21603,2H 0M 50S,4H 25M 9S,4H 27M 51S,W,7250,15909,16071,265.15
45-49,22324,9079,1549,"Delorenzo, Theresa",Team–,21516,1H 57M 34S,4H 25M 17S,4H 28M 1S,W,7054,15917,16081,265.28333333333336
45-49,22334,9086,1550,"Klein, Jessica",Team–,29784,2H 2M 0S,4H 25M 24S,4H 29M 50S,W,7320,15924,16190,265.4
45-49,22344,9093,1551,"Petroni, Hannah",Team–,18342,2H 9M 30S,4H 25M 31S,4H 26M 54S,W,7770,15931,16014,265.51666666666665
45-49,22376,9113,1552,"Mcpherson, Donna",Team–,22256,1H 58M 59S,4H 25M 50S,4H 33M 7S,W,7139,15950,16387,265.8333333333333
45-49,22383,9115,1553,"Caughorn, Kellie",Team–,24752,2H 6M 54S,4H 25M 54S,4H 26M 19S,W,7614,15954,15979,265.9
45-49,22416,9137,1554,"Aguirre, Thu",Team–,22145,2H 2M 19S,4H 26M 22S,4H 31M 30S,W,7339,15982,16290,266.3666666666667
45-49,22453,9155,1555,"Marcotti, Sheri",Team–,29177,2H 0M 6S,4H 26M 49S,4H 29M 32S,W,7206,16009,16172,266.81666666666666
45-49,22454,9156,1556,"Driscoll, Beth",Team–,29721,2H 10M 35S,4H 26M 50S,4H 31M 2S,W,7835,16010,16262,266.8333333333333
45-49,22455,9157,1557,"Newkirk, Carolyn",Team–,32023,2H 8M 30S,4H 26M 50S,4H 33M 19S,W,7710,16010,16399,266.8333333333333
45-49,22471,9168,1558,"Yata, Priscilla",Team–,21791,2H 0M 17S,4H 26M 59S,4H 30M 32S,W,7217,16019,16232,266.98333333333335
45-49,22472,9169,1559,"Berenson, Jamie",Team–,25354,2H 9M 20S,4H 26M 59S,4H 28M 16S,W,7760,16019,16096,266.98333333333335
45-49,22498,9183,1560,"Alfaro, Merit",Team–,21274,1H 57M 7S,4H 27M 17S,4H 30M 39S,W,7027,16037,16239,267.28333333333336
45-49,22525,9199,1561,"Lamphere, Liz",Team–,26418,2H 8M 13S,4H 27M 34S,4H 34M 5S,W,7693,16054,16445,267.56666666666666
45-49,22529,9202,1562,"Ethington, Meridith",Team–,21535,2H 10M 8S,4H 27M 35S,4H 33M 22S,W,7808,16055,16402,267.5833333333333
45-49,22590,9238,1563,"Spanou, Eirini",Team–,29304,2H 2M 21S,4H 28M 23S,4H 31M 14S,W,7341,16103,16274,268.3833333333333
45-49,22602,9241,1564,"Ito, Stephanie",Team–,25717,2H 4M 53S,4H 28M 32S,4H 29M 48S,W,7493,16112,16188,268.53333333333336
45-49,22605,9243,1565,"Sullivan, Jennifer",Team–,26666,2H 3M 8S,4H 28M 33S,4H 32M 37S,W,7388,16113,16357,268.55
45-49,22617,9249,1566,"Mcdow, Bridget",Team–,20637,2H 6M 58S,4H 28M 40S,4H 31M 17S,W,7618,16120,16277,268.6666666666667
45-49,22636,9259,1567,"Ryan, Roisin",Team–,21493,2H 8M 15S,4H 28M 47S,4H 31M 57S,W,7695,16127,16317,268.78333333333336
45-49,22665,9272,1568,"Andreia, Andreia Soraya Barbosa",Team–,12030,1H 58M 36S,4H 29M 8S,4H 31M 48S,W,7116,16148,16308,269.1333333333333
45-49,22683,9280,1569,"Tragesser, Sarah",Team–,21748,2H 12M 23S,4H 29M 23S,4H 30M 26S,W,7943,16163,16226,269.3833333333333
45-49,22684,9281,1570,"Tarantino, Sarah",Team–,21830,2H 9M 33S,4H 29M 23S,4H 32M 17S,W,7773,16163,16337,269.3833333333333
45-49,22688,9285,1571,"Luk, Linda",Team–,25166,1H 53M 7S,4H 29M 26S,4H 30M 23S,W,6787,16166,16223,269.43333333333334
45-49,22689,9286,1572,"Ginsburg, Dana",Team–,22408,2H 7M 55S,4H 29M 26S,4H 33M 0S,W,7675,16166,16380,269.43333333333334
45-49,22740,9311,1573,"Berkey, Alissa",Team–,26356,2H 16M 59S,4H 30M 4S,4H 37M 12S,W,8219,16204,16632,270.06666666666666
45-49,22769,9324,1574,"Marques Samary, Maira",Team–,24795,2H 13M 29S,4H 30M 29S,4H 31M 3S,W,8009,16229,16263,270.48333333333335
45-49,22771,9325,1575,"Wolfeler, Vanessa",Team–,25400,2H 10M 24S,4H 30M 30S,4H 36M 13S,W,7824,16230,16573,270.5
45-49,22775,9328,1576,"Stone, Lucy",Team–,22475,1H 58M 32S,4H 30M 34S,4H 35M 11S,W,7112,16234,16511,270.56666666666666
45-49,22789,9336,1577,"Sama, Rakhee",Team–,29946,2H 12M 37S,4H 30M 42S,4H 34M 53S,W,7957,16242,16493,270.7
45-49,22843,9367,1578,"Roddy, Gemma",Team–,30813,2H 7M 7S,4H 31M 22S,4H 39M 43S,W,7627,16282,16783,271.3666666666667
45-49,22858,9378,1579,"Hardesty, Jaime",Team–,21351,2H 11M 43S,4H 31M 36S,4H 35M 17S,W,7903,16296,16517,271.6
45-49,22862,9380,1580,"Kennedy, Katherine",Team–,29752,2H 10M 37S,4H 31M 39S,4H 35M 51S,W,7837,16299,16551,271.65
45-49,22867,9383,1581,"Chen, Jie",Team–,29178,2H 9M 3S,4H 31M 44S,4H 31M 44S,W,7743,16304,16304,271.73333333333335
45-49,22904,9399,1582,"Esmer, Samantha",Team–,31942,2H 12M 33S,4H 32M 19S,4H 38M 46S,W,7953,16339,16726,272.31666666666666
45-49,22922,9409,1583,"Vereecken, Amanda",Team–,19928,1H 59M 39S,4H 32M 29S,4H 39M 22S,W,7179,16349,16762,272.48333333333335
